,age,reviews
1919,8,-Not bad but pretty predictable and kinda corny at times. Aaron Paul's performance is great but overall it's not the best action film out there.
1920,8,-Aaron Paul is brilliant in this (it was good seeing him not cooking meth with a 50 year old man lmao) the movie is a fun pretty good movie! I like how there is no CGI used which is great! And what CSM forgot to put under positive messages is (SPOILERS) the bad guy manslaughters his friend and leaves him there and at the end a similar situation happens at the end with the bad guy in the car and Toby (Aaron Paul) takes him out of the car to make sure he’s alright.
1921,8,"-Need for Speed (the movie) has to be one of the better game-based movies out there. It has charming characters, intense but mostly grounded action, and some pretty great moments."
1922,8,-This movie is fine for younger teens.
1923,8,-It was a really good movie. Very good story the racing was amazing.
1924,8,-Good car movie
1925,8,-I think this movie is recommended for a 12+ but the nudity is not bad just a butt shown only
1926,8,"-My rating:PG-13 for intense sequences of crashes and action,some language,racy content,and brief nudity."
1927,8,"-This movie was fantastic! I loved the plot, it was invigorating and engaging. Movie does include a scene that takes place in a sex-ed classroom, diagrams are present as well as the classic banana-condom learning activity. I recommend this movie to kids 13 and older due to that one scene, as well as a few sexual comments throughout the movie. Any kids younger should either watch with a parent or not watch at all, but the movie has got great lessons and can teach kids some good values. There is also some mild drug taking (pot brownie) but it’s nothing serious, shouldn’t be a problem. Also, do be aware that there is some flirtation between a teacher and an undercover student (the student is actually 25, but pretending to be 17). I’d make sure your child is aware that student-teacher relationships are definitely not okay, because while this is a great movie, it’s from the 90’s, so it’s a bit more lack on that kind of thing than we are today. Overall, I’d definitely recommend it, just know your child and be ready to explain what’s okay and what’s not."
1928,8,"-Overall, this movie didn't wow me. I definitely didn't hate it, but it didn't really pack the punch i was hoping for. One of the most problematic themes is the flirting between the teacher and a perceived student. Although the ""student"" is actually an adult, my mom and I were still very concerned by this."
1929,8,-This movie was very entertaining but it has a lot of sex references. Definitely 13+ or 12 with a parent.
1930,8,-It a good movie! but  there is some drinking  and s-x in the movie. I think kids who are under 13 years old should watch it with a parent.
1931,8,-This movie has a great lesson and theme and is very good. The only thing some parents might have to worry about is a few uses of drugs and two people making out.
1932,8,"-The main character goes undercover as a high school student and she and a teacher clearly both are attracted to each other, even though he believes she's a student. When she announces that she is actually an adult, the teacher seems really conflicted and upset. But he was fine with it when he thought she was a minor? Gross."
1933,8,"-I have to say this is one of my all time favorite rom coms. Some scenes could be a lil iffy for younger viewers, like when they put condoms on bananas etc. Language is mild...couple of sh*ts once in a while. Also Micheal Varton is effing hot.:)"
1934,8,"-this movie was both funny-boring-inappropriate and just your normal rom-com.... I liked it and agree that it is a must see but... i dunno.... if you are looking for a really great rom-com watch, ""Love actually"" soooooo much better!! It wasn't as inappropriate as I thought it would be, unlike four weddings and a funeral but it is still a bit racy...I'd say watch it before you let your kids see it then decide what you think!"
1935,8,"-My rating:R for mature racy content throughout,graphic nudity,drug use,and language."
1936,4,-i lik it it fun and it help me lik buks more
1937,4,-I never played it before but could they at least try out a more original name?
1938,4,-Babyish... Why is this on best Wii Games? Besides Moose and Zee annoy me to death.
1939,7,-Nobody:
1940,7,"-It’s a funny film with a few stereotypes about  Sacajawea and Attila the Hun, also some mild peril and Larry is chased by Attila the Hun with swords, two little guys crash a car into a rock and they presumably died. Also some language like kick ass, hell and dum dum."
1941,7,-Pros: Yay! I'm glad I watched this movie! Now I know more about history! the only 2 things I don't like are:
1942,7,"-This is a really good movie. It has an awesome plot, and was surprisingly based off of a children's picture book that had less then twenty pages."
1943,7,-This movie has lots of adventure And a lot of comedy! It  might be a little scary for little kids though!
1944,7,"-This movie was great! It was action-packed and funny, and taught you a few facts throughout history in a fun way. Definitely a must-watch."
1945,7,"-Seriously CSM?? Three stars? This movie is so underrated. My entire family loves it. It has great characters, a great plot, and that twist at the end is amazing. *SPOILER ALERT* *SPOILER ALERT*"
1946,7,"-Mild, infrequent swearing. A few subtextual references that would go over most kids' heads. Some scenes, including a scene where a wax figurine is run over and another where a mummy is unwrapped, may be frightening to younger viewers."
1947,7,"-this movie seems a bit scary at first for little ones, but it all comes together as a really fun and hilarious movie.  It is fun for all ages 7 and up!"
1948,7,"-Night at the Museum is not the best film but fun and good for kids. Warning, the Civil war guys have masks on and may be a little creepy. This film is great but not for under seven. The old men disguise as goodies so can be quite scary."
1949,8,"-I grew up watching this movie. I have lived in a very diverse area all of my life, and this movie was always something  I could relate to.  As a child I would get done with dinner and beg on my hands and knees to watch this movie.  It got to the point that the movie just had to stay in the DVD player. I have seen a lot of bad reviews about this movie. I am wracking my brain as to why. It could be the ""scary"" themes represented but I cannot understand why it is such a big deal. A lot of movies have ""scary"" themes throughout. I also grew up loving Pocahontas and that is a terribly rated movie. If we allowed are children to watch movies with REAL LIFE SCENARIOS maybe our kids wouldn't be asshole or serial killers. Thank you very much."
1950,8,"-Oliver and company was phenomenal.... one of my favorite Disney movies of all time (tied with the great mouse detective) there are some kinda extreme scenes for little kids , one where desoto (one of the evil Rottweilers)gets hurt another where dodger (main character puppy) gets beaten up in a dog fight... and the adult human is told he’s going to die if he doesn’t pay his debts"
1951,8,-Love the music! Oliver and Rita and dodger are my favorites Jenny is great to so is Winston and gorgette is kinda annoying bill sykes AWESOME
1952,8,"-I have LOVED this movie since I was pretty little. The plot is a little bit unoriginal, and there are some bad role models (Georgette is a conniving, jealous diva. Fagan kidnaps a girl's cherished pet kitten to pay off a debt. Dodger is kind of rude and uncaring at times, but changes later. The villain, in addition to being a total jerk, smokes constantly) But just so long as kids know not to mimic that behavior, they'll be good. I think the main reason I love this movie so much is the music (especially ""Why Should I Worry"" and ""Perfect isn't easy"")."
1953,8,"-This movie has emotional elements including a kitten who is alone in the earlier scenes and some scary sequences including two meanacing dogs and an intense/violent death of a certain character. There is even some mild consumerism including an image of the Coca-Cola logo, some insults, suggestive content, messages and brief smoking. So it's on for ages 9+, iffy for ages 8- and off for ages 5-"
1954,8,"-Oliver and Company is an amazing movie! It's so underrated, everyone forgets about it but it's really good. It's funny and it has good songs (obviously, because Billy Joel is in it) it paved the way for the Disney Renaissance - which in my opinion are better than the 'classics' Oliver and Company is not to be pushed aside."
1955,8,"-I've loved Disney films since I was born. No, really. I was born in '93, and the first film I saw in a theater was The Lion King. I think of all the films I saw in the theater during the first few years of my life, The Lion King and Oliver and Company hold the most special place in my heart. I've seen TLK and other Disney classics many times over, but I've only recently rediscovered Oliver. The status of the film is a bit like its central character - this was originally a very popular film back when it was released in 1988, and even got a rerelease in 1996 (where I was first exposed to its greatness), but it took 7 years for it to get on home video, had mostly mixed-to-negative reviews, and went from popular to criminally overlooked. In the 80s, the dark period of Disney history, Oliver and Company was the light at the end of the tunnel, and it helped pave the way for the best films to come out of Disney since the ""Golden Age"" period that began with Snow White (1937) and ended with The Rescuers (1977). The Little Mermaid, Beauty and the Beast, Aladdin, The Lion King, and other films of the Disney Renaissance period (the 90s) were all created by the artists who started with Oliver and Company. But it doesn't give off the impression of being an experimental film; it ends up being a true classic. Oliver is an orphaned kitten living on the streets of New York City. He fights to survive until he meets Dodger, a dog (voiced by the always-cool Billy Joel) who is initially resistant to Oliver, but ends up liking him quite a bit. So much, in fact, that he introduces the kitten to his group of ragtag stray dogs, including the dumb Einstein, the smart Brit Francis, the sassy Rita, and the hilarious Tito. All of them help out a homeless man named Fagin, who owns a large debt to a loan shark named Sykes, one of the scariest villains in Disney's history. He owns two intimidating Dobermans, and they're both hostile towards Fagin's gang. Then, when Oliver learns how to survive, he's adopted by a little rich girl named Jenny, whose poodle Georgette is anything but pleased about. It all ends up becoming a tale of friendship and loyalty that's on par with anything Disney did during the Disney Renaissance. But the tone of this one is very gritty and realistic at points - a shock for Disney, but still counterbalanced with happy songs and what not. For example, the opening few minutes will make even the most hard-hearted cry at least a little, when Oliver is simply left alone in a dark and scary New York at night. But, the song playing during this scene, Huey Lewis' ""Once Upon a Time in New York City"", is sad yet uplifting, pointing towards better things that are yet to come. And that they do. The only other things to worry about are some mildly scary scenes (when Jenny gets kidnapped by Sykes, when the characters are threatened by Sykes' Dobermans, and the intense chase scene in the New York subway). Overall, though, CSM is wrong; they've got the same biased opinion on this as the film critics who haven't appreciated it for what it is: one of Disney's best classics. The music is awesome, the animation is awesome, the humor is awesome, the voice acting is awesome...so yeah. In only a little bit over an hour, Disney accomplishes more than most films of three hours can! Just see this one! You won't regret it."
1956,8,"-If you don't know, when you see Bill Sykes' evil smirk with  sitting on the chair and holding his cigar, that expression that looks like Shan Yu says “how many men does it to deliver a message?” That is all I can say! However, Oliver And The War is the best crossover movie ever created. But I recommended for ages 18 and up because of lot of violence and Elmo is very thicc."
1957,8,"-I like this movie. It's old, cute, got catchy music, and has an interesting storyline. Alright, so the interactions between two dogs was fine to a point, then one wanted to talk to the other alone and he it took as... something else. The two dobbermans can seem intimidating. In conclusion, a fun movie but children may need to be accompanied if they are sensitive."
1958,8,"-The movie is awesome, and I loved the songs ""streets of gold"""
1959,8,-With only some mild teen kissing and flirting to worry about kids are perfectly fine to watch One Crazy Cruise. Expect a silly story along with messages about embracing change and coming together as a family.
1960,8,"-This Movie is amazing.Cody Simpson in this movie dating Ellie.that  was how I thought it would end with a romantic ending.Liar,Liar, Vampire was really bad,so after I watched it I binge watched One Crazy Cruise I saw Good Ratings on it on Imdb.I wish it was on DVD So I could watch as many times I want. Nick Good Job!!!!!!!!!!!!!!!"
1961,8,-It is a very nice movie one of my favorites.
1962,8,-My rating:PG for rude humor throughout.
1963,6,"-This movie is about magic and how there's always a little magic inside you. I saw the movie on the TV and it was great. It's about 2 boys going on an adventure to try to bring their dad back in 24 hours. They'll introduce more characters and events. There are hard obstacles they have to overcome, great backup and heartful messages, and not too much violence. There is some, but not much. Overall, this movie is great. Disney/Pixar collaborations are great!"
1964,6,-A really sweet story with just the right amount of adventure.
1965,6,"-it was well done, funny and had no language or sex. mild action. a iffy comment about a female officer's girlfriend. an awesome family-friendly flick."
1966,6,"-Onward is the best movie of 2020 so far. Though the story is a bit lackluster (generic rescue story), they managed to make it work somehow. I almost cried 3 times, which 1 time it succeeded. One time was when Ian was listening to his dad using the cassette boombox, the time where I actually did cry was when Ian was sitting with dad's half-body realizing that Barley was just like a father figure to him, and the last time when Barley hugged Ian at the end."
1967,6,-It’s a good movie and I recommend it
1968,6,"-A lighthearted fantasy story with wonderful characters and powerful messages about family and selflessness. There is some combat, but it's not gory at all. I would recommend this to everyone."
1969,6,"-I enjoyed Onward, like I enjoyed many other Pixar films. Onward follows two boys who go on a journey to bring back their dad for a day. The stakes are high and the movie is interesting."
1970,6,-It's a must-watch amazing movie that really surprised me. It's very heartwarming and I recommend it!
1971,8,-Nature-set animated comedy with scenes that spoof.
1972,8,-I’d recommend it. It’s not every day you see computer-generated characters trampling computer-generated grass as they walk through it.
1973,8,-Good but crude some positive messages
1974,8,"-Unlike Tarzan 2, This film is not appropiate for ages 2-6 at all, there is lots of profanity (like ""Get off my tree you F***ing squirrel, and there is the word ass in the film, but it's hard to see), Overall, This film is not appropiate for ages 2-6 at all due to all of the bad language"
1975,8,"-This movie is watchable. But it has it's bits of badness,but overall,this movie is worth watching."
1976,8,"-This movie has everything: the word C**P, fart jokes, peeing jokes, poop jokes, horrible voice acting, animation, story, characters, everything. Pretty much this movie sucked. The only interesting part was the psychotic huntsman who has a gun and likes to go PEW PEW and tries to kill our not-so-beloved heroes. For once, I was on the antaganist's side. This is an awful example to younger viewers. Oh, DEER. See what I did there? Because one of the main characters is a DEER? Or DOE you not know what I'm talking about? ;)"
1977,8,"-This movie is kinda funny and I think it is a good family movie to watch. The only part that you want to know is that Shaw uses a gun to try to hunt the animals. Other than that, I recommend you watch it."
1978,8,-Personally I think it has a good story line and that little kids will laugh at the content. the only bit I may find a bit worrying is that they are being hunted and that when I was little it made me a bit afraid. It it OK though in my opinion as it ticked a lot of boxes but is was sad as the bear was separated from his mother and got PUT TO SLEEP. Be careful with your child as you would do with another p.g
1979,8,"-It was sooo boring! Also, one use of the C word. I'm glad other users caught that. Here's the scene. Boog is sitting on some sort of hay-like thing, and Elliot is trying to convince him to poop. Then he says, ""Come on, start c-r-a-p-p-i-n-'."". After that, I changed it to The Spongebob Movie. Watch that movie instead."
1980,8,"-This movie was educational enough, but there definitely was some iffy language.  Also is this just me or did they draw a six grader like an eighteen yr old. I dunno if its just the drawing style but Maria seems a tad bit sexualized."
1981,8,"-There was some violence, like old real-life videos of police assaulting protesters, bullying, and an off-screen shooting. A house is bombed as well and black kids are being called racial slurs. Along with drinking, drugs, and smoking, a dad smokes in the car. The language is brief, some mean words being called to people, and a dad in a car yelling mean things to other cars in front of him."
1982,8,-In some of them middle of the movie someones dad is smokeing.
1983,7,"-funny, family friendly"
1984,7,"-This movie was pretty good, But my 7 year old sister started freaking out at the crazy lady. She ran to the theater bathroom and stayed there for most of the duration of the movie. This was AWESOME. But the second movie was better."
1985,7,"-I really enjoyed this flim,but I think if you are under 8 you might get nightmares because there's a bit of violence in it which could scare little ones.But it's still a good flim!"
1986,7,"-Bear-tastic!  (sorry about the pun), it is amazing and heartfelt movie that has funny scenes.  It is a movie that all ages can laugh at.  Yes, there is an evil woman that is trying to turn Paddington into a stuffed bear, but there are so many other great scenes that are more memorable than that."
1987,7,"-Paddington is a fun family film at times, but at other times you feel like it doesn’t fit that description. I believe this is more of a scare than the sequel that came out recently. Millicent, the main antagonist, wants to stuff Paddington, since he is part of a rare species and she wants him for her collection. This theme is believed by me to only go well with kids eight or older. There was an iffy word, as well, that probably isn’t the best for a kids/family film. The word “sexy” is spoken in a scene where Mr. Brown dresses up as a lady. Paddington does bring a few good things, like how Mr. Brown eventually got on board with the idea of having Paddington, and the rest of the Brown family consider Paddington true family."
1988,7,-This movie is really well done!!!
1989,7,-PADDINGTON is a really positive movie about a family that find a bear and look after it. There may be scenes that are scary for young children but it is a very good movie.
1990,7,-The movie kind of freaked me out and made me want to run screaming from the movie theatre
1991,7,"-Why is it for six year olds? I watched it with my little brother, who is three, and he seemed to like it. The best part is when Paddington did all those weird things in the bathroom."
1992,7,"-In this movie, there is nothing to worry about!  I just love the good messages that the all the good role models!"
1993,7,-The only parts i think were bad was when the women was flirting with the neighbor.
1994,7,"-Paddington is a great movie. The only thing I may worn is that, even though Milicent(not telling who she is) is not meant to be scary, she may seem to be a little intence for kids younger then 8. Of course, it's a meant for family movie. There is nothing inapprocriate at all. This is from a kids point of view, so adults may have a different opinion. Great movie, overall, though!"
1995,7,"-I loved it. Ben Whishaw and the rest of the cast were excellent, especially Whishaw as the voice of Paddington. One of the best family films I have ever seen."
1996,7,-I think  that kids under 10 should NOT pay to watch this movie.There is an evil animal and people murderer who is after Paddington mostly the whole movie. But it is still pretty sweet (NO WAY!!!!) so all I am trying to say is it is too violent and stressful for kids under ten.
1997,7,-I think it is great  but there is mild violence so I rated it eight and up
1998,7,"-Great Movie ,4+, Paddington, rated PG, 5 OF 5 STARS ,ON Review, SOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO Good!!!!!!!!"
1999,7,"-Great movie, funny, and family friendly. A few funny references to the mission impossible series which young kids may not get,  fine for children, but Paddington himself is put in a lot of peril being shot at, getting stuck in an incinerator, and being put in a taxidermy van. The family itself has gret messages and paddington is a funny charecter their is a scene where Ms byrd is in a drinking contest and appears drunk even though they are never shown drinking alcohol. I also think your kids might be tempted to buy paddington books and stuffed animals"
2000,7,"-I think it was really good because it had lots of good messages,humor and great role models. Kids between the ages of 10 - 12 may not like it as much although."
2001,7,"-This movie was great! What an awesome story, everyone should watch this. There is some stuff sensitive parents may feel is not appropriate for younger children, like the fact that the main antagonist is trying to stuff paddington. But nothing violent is shown, so its fine for ages 6 and up and iffy for ages 5 and under."
2002,7,"-Funny, funny, funny!  Can't escape from funnyland!  When Paddington went on his bathtub boat was my favorite part."
2003,7,-Can be a bit sad but it is good
2004,7,-Paper planes is a really good film but it's sad at times. Kimi and Dylan pretty nice.
2005,7,-Pretty cool.
2006,7,-paper planes is the best movie ever!!
2007,7,"-The movie is ok, but a bit with acupuncture might be scary for young kids. There isn't any blood."
2008,7,-PAPER PLANES is nearly overflowed with positive messages. I think it is a great film for families.
2009,7,-Im using this film for a film study at school so I watched the movie for the first time (not some thing I usually watch) but surprisingly overall I loved this movie now one of my favourite movies it show cases that bullys can turn into friends and your family can be once again your rock if you give them time to heal from their scares.
2010,7,-Its amazing but it is  sad in some parts. Its inspired  me to make my own paper planes and to give things a go.
2011,8,-The movie is fantastic! It portrayed Pearl Harbor and what people may have thought during the attack perfectly. I recommend! But watch out when watching with younger kids! There is language and lots of violence but still a fantastic movie!!!
2012,8,-War in Hawaii that Japanese were attacking
2013,8,-Good war movie
2014,8,-This movie is recommended for a 12+
2015,8,-It's a Michael bay movie so it's really bad.
2016,8,-I have no idea why people say this movie is bad like on imdb they gave it a 6.1 which is a d- I mean come on yes the story is fake but well acted and interesting some language I believe ther is at least one f word and possibly 2 but very good movie
2017,8,"-25% on Rotten Tomatoes is still too good of a review for this movie. I wasn't even paying attention to it, writing on my computer while it was playing in the same room, and I was so distressed by the  utter cheesiness of it that I had to leave the room. "
2018,8,"-My rating:R for strong brutal war violence throughout, language throughout, and brief sexuality."
2019,8,-This is a great musical movie. I know people as young as 7 watch this but I think waiting till 13 is a better idea.
2020,8,"-Pitch Perfect is a great movie that cuts right to the heart, but it also has a lot of swearing, consumerism, and a bit of sex. Very good messages about never giving up , but kids under 11  might want to think twice about it."
2021,8,-Enough said.
2022,8,-This movie has to be my favorite movie of all time!  I have seen it over 10 times and it never gets old.  The singing and acting is amazing and the movie is over all hilarious!
2023,8,-I loved this movie so much! I watched it in the plane and I needed up laughing out loud at so many parts. I feel like the other passengers on the plane thought I was a little weird. The music and dancing is also really amazing. It makes me just want to get up and start grooving. ;) I defiantly recommend this movie for teens.
2024,8,-I am 13 and I loved this movie you have to be kinda mature to  see it there is some language issues but it didn't bother me any.  There is at least 2 or 3 scenes were she throws up. But again that didn't bother me. I absolutely loved it and think other kids my age would to!
2025,8,"-This movie is halarious and great for a mature 11 year old. Some inappropriate things were said like bi*ch and s*it. In the beginning a girl introduce herself to Becca the main character and tells her where her room and gives her a whistle and says ""This is your official Bardon university rapist whistle. Do blow it unless it's really happening"". Also there were a bunch of college kids at a party drinking and one girl says that she needs her ""jiggle juice"". One girl admits to having lots of s*x. One point in an a cepella ""riff off""(a battle between a Capella groups) they have categories and one of them was songs about s*x and then they started singing about it. That was a little awkward when watching it. Overall,this movie was entertaining and fun to watch other than the bad stuff. I loved it and I'm still waiting to see the second one."
2026,8,"-This movie fallows Beca a girl in collage who is a DJ. At the school there a five acapella groups and one of then is the Barden Bella's, the best acapella group there is the troubles. Then beca gets invited to join the Bella's after they lost a conniption because on of the Bella's threw up on everyone. So then Beca decided's to join and try to them good again. This movie is extremely vulgar and racy, there is tons of gay, and lesbian jokes, implied racy content, a scene in a show with breasts visible, extremely crass and explicit references about racy content, some kissing, and some inappropriate gestures. There is also tons of constant vulgar language including 30+ uses of s--t f--k sl-tbags d--k p---y p---s  etc. There is lots of underage drinking, partying, and drug use throughout. There is no violence at all, but its suspenseful if ether going to win or not. This movie is fantastic, amazing, hilarious, fun and enjoyable but to racy for teens. My rating;R for strong racy content/nudity throughout, pervasive language, graphic nudity, strong alcohol and drug use, and vulgar references."
2027,8,"-Great comedy has only one bad scene, when a man says the F-Word about 30 times in a row. The rest is either a light PG-13 or a strong PG."
2028,8,"-Good but smoking, and language."
2029,8,"-Although this movie  has an iconic tirade with f--k repeatedly, just about everything else is PG-appropriate. It is a great thanksgiving movie for somewhat older kids, and a very funny movie anytime!"
2030,8,-Funny comedy just has a brief scene of strong language okay for kids 11 and up.
2031,8,-One of the best comedies
2032,8,"-Planes , trains and automobiles is a funny yet sad comedy about two strangers whos flight is delayed and they share a room together and go on an adventure. Ther is a scene with a lot of uses of the f word, and more language   through the whole movie. It is not sexual, or crude. Must watch"
2033,8,"-Sure there's some bad language but it's not horrible and it's very funny and great for kids 10+, if you are younger than 10 I recommend you have a parent approval. Enjoy the movie"
2034,8,"-As far as I can say, this is a very good movie, although I did see some adult*ish* jokes I think this is perfectly suitable for kids 13+."
2035,8,-Honestly this movie is fine for 13 year olds if you skip the scene in which Steve Martin uses the dreaded F-bomb. this actually would have been a pg movie if they would have removed this scene. The only major issue here is the language.
2036,8,-I like how two friends stay together to get to the guys house. It shows how you should stay together no matter what. That's just what you do.
2037,7,-This movie is good but has a one minute sequence of flashing lights in the beginning and a really long sequence of flashing lights (15-20 minutes) near the end. So this movie contains a lot of sequences of flashing lights that may affect viewers with epilepsy or any other photosensitivity.
2038,7,-I think this movie is great for youngsters who like scary/gory stuff
2039,7,"-Poltergeist has not aged well. It also isn’t that scary. The tree coming to life and the goofy clown doll don’t just scare like they should. Some scenes work well, though. The nightmarish scene when the man tears his face in the mirror is truly great stuff. Overall though, not particularly frightening."
2040,7,-If you can watch Harry Potter it is fine for you.
2041,7,"-Aside from the face peeling scene - in which the effects are quite outdated - this movie has no blood and gore and leaves the scares to the supernatural happenings throughout the film. It is definitely not, however, for any kids under 10/11 as it brings the kids' beloved toy into the evil action with the - already creepy - toy clown. It is scary but the parents set great examples because they are very committed to saving their family. A few swear words are included but overall there isn't too much profanity."
2042,7,"-This is the cheesiest trippiest ghost film ever.  I know it was original when it came out but now everything in it is cliché and poorly executed compared to it's followers. A small amount of violence, and the parents do drugs but nothing much else inappropriate. Don't watch this film for entertainment. I guess it's worth watching if you want to see the inspiration behind better ghost films such as insidious and the conjuring. 2/5 stars."
2043,7,"-Poltergeist is a family horror movie that is fairly scary. The violence isn’t too bad, but in one particularly gross scene, a man rips his face off and reveals his bloody skull. The scene is in the man’s head which could make it a little less frightening. The family is fearless and strong in the face of danger, and will stop at nothing to bring back their daughter from the Other Side. They can teach kids to always work for what you want and don’t give up. The swearing is fairly moderate, with a few cases of b—tch, s—t, damn, and hell. Overall, this movie should be suitable for a 10 yo child."
2044,7,-Steven Spielberg classic.  Good but scary.
2045,6,"-I just watched this movie with my little sister today. We both loved it, and I'm 14! It was really cute, and I love Miyazaki's movies. Studio Ghibli's artwork and animation is beautiful and amazing. Even if you think you're too old for it, go see it anyway, you won't be disappointed."
2046,6,"-This Movie is My Fav Movie Ever!!! It Made Me Love Anime Now I Watch Fruits Basket, Toradora and Other Animes all Because of This Movie and I Watched When I Was 6 and Became an Instant Miyazaki Fan. I Really Love This Movie"
2047,6,"-A great movie! Mostly for younger kids but your older ids can still watch it, and I don't now how they couldn't love it."
2048,6,"-I am a huge fan of Studio Ghibli's films. The animation is fantastic and the plot is very cute. I don't know why people are having a cow over the breastfeeding line though, because THATS WHAT THEY'RE FOR!  It's better for kids to learn here instead of school, right? Anyways, yeah I love all of Mizayaki's works and this is definatley a good movie."
2049,6,"-Firstly, let me get one thing clear: this wasn't a bad film. I actually think it's a good opportunity for family members to come together and watch a friendly film with the kids. It's cute and strange, definitely  visually breathtaking. These are all very good things that keep kids enlightened and entertained! But for the most part, Ponyo is simply a story about a little fish girl who falls in love with a human boy, and they spend the entire movie acting cute while the world ends. There are two points I need to address here, one being: the storyline is just fine for kids, but for adults, it could get boring. I mean, all it really is is this adorable, five-year-old love story which, to be honest with you, isn't overwhelming. But what about the world ending, you ask, isn't that overwhelming? That is what I am going to address in my second point. The whole issue with the world ending, I think that was just Hayao Miyazaki's attempt to throw some massive adventure in there, and to tell you the truth, I think he COULD have done better. The end of the world, as we all now, is a major deal. However, the people in the movie treat it as a minor inconvenience, as if they hadn't just lost all their homes and possessions. Also, nobody even questions why all this is happening, or why there are frightening, ancient fish underwater. They simply go along with it, which I gotta say is the very thing that makes this movie underwhelming. It's underwhelming people put in and overwhelming situation, and when that happens, you KNOW the situation is going to be a whole lot more bland than before. So, in itself Ponyo is a memorable film, mostly for its quirkiness and nonstop adorableness. Seriously, the cutsey moments in this movie are too much to bare. This, paired with the fantastic animation, is why most people tend to see Ponyo as a masterpiece. With all this in mind, Pony now seems a bit overrated to me. I mean, sure, it's a pretty good movie except for the story, and it did it's job well as a kid's film. But there's allot of waiting, and once I saw Ponyo the second time, I fell asleep halfway through. Some things parents need to know: This movie is perfect for kids. It's not scary or spooky, it's just different and strange, but sometimes people mix up the two. Ponyo is a good film for all ages, Most of the time."
2050,6,"-I love this movie to death! I remember going to theaters watching this with my mom in the summer time. This is a great movie for little kids but they might get a funny feeling watching the kind of animation. I suggest this for 9yrs and up, but you can let your children watch it. When I was 5, I liked anime a little bit. But now, I'm a lover of anime! Watch this with your kids, it's a must see! In the summer time, when it is raining outside, I go watch some anime movies or some shows and if my big brother isn't busy,he watches anime too. Me and my brother are freaks of anime movies and shows. Try and do that with your family."
2051,6,-great movie
2052,8,-I would say that the creepiest things in the movie were the demons. both were covered in worms/snakes. there is lots of violence even though the main character kind of uses violence as a last resort. 2 people's heads are shot off of their body's using arrows. and there is lots of blood. there is some profanity.I completely loved the movie.
2053,8,"-Beauty meets violence in this gorgeously crafted anime movie. Ashitaka is a young prince in a far-off village, protecting his people with his life along with his trusty elk, Yakul. When he is inflicted with a terrible demon's curse, he sets out on an epic adventure to find his true self, lift the curse, and save the forest. But into his midst comes a mysterious princess known as Princess Mononoke. This is probably one of Hayao Miyazaki's greatest -- and more violent -- movies. The animation is absolutely breathtaking; Miyazaki can craft anything from an agile red elk to a sparkling, tranquil forest to a demon-god larger than an elephant. But watch out for graphic violence. (SPOILER ALERTS) At the beginning of the movie, Ashitaka and his friend are attacked by a horrible demon that appears to be a boar covered in swirling worms. When Ashitaka kills it, the flesh disappears from its body, and the bloody skeleton is left behind. However, Ashitaka is left with a steaming wound that the elders say is destined to kill him. Kids might be upset when Ashitaka has to leave the only home he's ever known to lift the curse upon him. At another village, Ashitaka witnesses a bloody massacre, in which his wounded arm swells and seems to has a mind of its own; it causes him to accidentally cut off someone’s arms and another person’s entire head. In a heavy rainstorm, Lady Eboshi and her men fight a wolf; one person shoots the wolf and sets it on fire briefly, and it falls off a cliff. Later, we see Princess Mononoke (usually called San) come into the story for the first time; she finds the old wolf on the banks of a river, and she sucks and spits out the blood from the wolf’s bullet wound (her mouth becomes covered in blood). After Ashitaka arrives in Irontown, the central village of the story, San attacks the citizens of Irontown, along with her two wolfs (there is a sword fight between San, Ashitaka, and Lady Eboshi). When Ashitaka knocks Lady Eboshi unconscious, he is shot through the stomach, but continues to advance through the village without any apparent struggle. An ancient boar called Okkoto becomes covered in the same swirling worms as the boar at the beginning of the movie, and San becomes trapped within the worms on his face; Okkoto appears to become a demon, and San almost becomes one, too. One of the main conflicts of the story is based on the keeping of the peace between the humans and the forest. However, not all want it to be that way. Lady Eboshi strives to kill the Forest Spirit and give the head of the creature to a man named Jigo, who says he will help her people in return. She succeeds in cutting off the head of the spirit of the forest; the rest of the spirit’s body turns into a creature made of dark, lifelike ooze that kills a living thing instantly upon contact. Lady Eboshi’s arm is then bitten off by a wolf. These are just a portion of the many violent scenes of this movie, all of which are fairly bloody and gory, but are still amazing and entrancing to watch. Language includes “damn,” “piss,” and “bastard,” but there is really no sex. For those who are afraid of blood or watching people’s limbs get ripped from their bodies, this will be too scary and/or violent. But for those who are huge Miyazaki fans and are okay with the violence, bloody and all, it will be an action-packed joyride that they won’t soon forget."
2054,8,"-OK, first off, this movie is violent. People are killed and people's limbs fall off. The PG-13 rating is right."
2055,8,"-What you need to know is I hate gory movies, although this movie did have some gore, All the violence in the beginning is pretty quick and at some parts comical. near the end it gets pretty gory but is still manageable. There are a lot of people on hear saying they showed it to their six year old, Its rated pg-13 so you don't show it to youngsters, I mean really c'mon people the front has a picture of a girl with blood on her face and guy with a sword and scar. If you cannot handle gore whatsoever don't watch this. If you can handle some and not get scared watch it right now, it is so good."
2056,8,"-It is violent, but not too violent. when i first watched it i was 8, and i loved it!"
